"session";"created";"modified";"ended";"expired";"last_outside_referrer";"browser";"server_start";"consent";"gender";"age";"edu_highest";"SES_subj";"state";"work";"study";"relationship";"relationship_qual";"income_before";"income_now";"offline_purchase";"online_purchase";"credit_card";"credit_card_amount";"debt";"debt_amount";"clothes";"shoes";"jewellery";"electronics";"grocery";"gift";"books_movies_music_games";"health_beauty";"medication";"bags_accessories";"hobby";"clothes_value";"shoes_value";"jewellery_value";"electronics_value";"grocery_value";"gift_value";"books_movies_music_games_value";"health_beauty_value";"medication_value";"bags_accessories_value";"hobby_value";"attention_check_1";"coss_salience_1";"coss_salience_2";"coss_salience_3";"coss_salience_4";"coss_moodMod_1";"coss_moodMod_2";"coss_moodMod_3";"coss_moodMod_4";"coss_conflict_1";"coss_conflict_2";"coss_conflict_3";"coss_conflict_4";"coss_tolerance_1";"coss_tolerance_2";"coss_tolerance_3";"coss_tolerance_4";"coss_relapse_1";"coss_relapse_2";"coss_relapse_3";"coss_relapse_4";"coss_withdrawal_1";"coss_withdrawal_2";"coss_withdrawal_3";"coss_withdrawal_4";"coss_problems_1";"coss_problems_2";"coss_problems_3";"coss_problems_4";"bergen_salience_1";"bergen_salience_2";"bergen_salience_3";"bergen_salience_4";"bergen_moodMod_1";"bergen_moodMod_2";"bergen_moodMod_3";"bergen_moodMod_4";"bergen_conflict_1";"bergen_conflict_2";"bergen_conflict_3";"bergen_conflict_4";"bergen_tolerance_1";"bergen_tolerance_2";"bergen_tolerance_3";"bergen_tolerance_4";"bergen_relapse_1";"bergen_relapse_2";"bergen_relapse_3";"bergen_relapse_4";"bergen_withdrawal_1";"bergen_withdrawal_2";"bergen_withdrawal_3";"bergen_withdrawal_4";"bergen_problems_1";"bergen_problems_2";"bergen_problems_3";"bergen_problems_4";"attention_check_2";"ciss_1_task";"ciss_2_task";"ciss_3_task";"ciss_4_task";"ciss_5_task";"ciss_6_task";"ciss_7_task";"ciss_8_emot";"ciss_9_emot";"ciss_10_emot";"ciss_11_emot";"ciss_12_emot";"ciss_13_emot";"ciss_14_emot";"ciss_15_treat";"ciss_16_treat";"ciss_17_treat";"ciss_18_contact";"ciss_19_contact";"ciss_20_contact";"pss_1";"pss_2";"pss_3";"pss_4r";"pss_5r";"pss_6r";"pss_7r";"pss_8";"pss_9r";"pss_10r";"pss_11";"pss_12";"pss_13r";"pss_14";"stress_outbreak";"BAs_alcohol";"BAs_smoking";"BAs_legal_drug";"BAs_illegal_drug";"BAs_gambling";"BAs_gaming";"BAs_overeating";"BAs_shopping";"BAs_other";"BAs_other_text";"BAs_other_freq";"sds_2r";"sds_3r";"sds_4r";"sds_5r";"sds_6";"sds_7";"sds_8";"sds_9";"sds_10";"attention_check_3";"sds_1r";"age2";"feedback"
"cDe7_97XBnGavSuvFmylLCbqlbA2jYXhD0p5kUSK_4pemUkJ0DEIoEldrHc2CazF";"2020-04-13 21:44:24";"2020-04-13 22:05:00";"";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3EJPLAJKERSX2JYIC0TI6KA8OLOZ6S&hitId=3VP28W7DVRWRZSTZNRRKB6R06KXFZV&workerId=ABSX0A42TG3BP&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.92 Safari/537.36";"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.92 Safari/537.36";"1";"2";"27";"5";"average";"California";"1";"1";"1";"2";"15_25k";"under_15";"2";"2";"2";"less_than_100";"2";"100_250";"1";"1";"2";"2";"2";"1";"1";"1";"";"1";"1";"50_100";"less_than_50";"";"";"";"250_500";"50_100";"250_500";"";"50_100";"less_than_50";"5";"5";"2";"4";"4";"4";"5";"4";"4";"4";"5";"4";"5";"4";"4";"5";"5";"1";"4";"4";"4";"4";"4";"4";"4";"5";"5";"5";"4";"4";"4";"5";"5";"5";"5";"4";"2";"5";"5";"4";"5";"4";"4";"4";"4";"5";"5";"5";"2";"5";"5";"4";"4";"4";"4";"4";"4";"1";"2";"3";"2";"2";"1";"5";"3";"3";"2";"2";"2";"3";"4";"3";"3";"4";"5";"5";"2";"2";"3";"3";"3";"2";"4";"5";"4";"2";"5";"5";"4";"1";"4";"2";"3";"4";"4";"2";"4";"5";"2";"4";"";"1";"good";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"27";"ABSX0A42TG3BP"
"ptuHlTrHIB7lWm2GuEN8pOiZCUoRhK1SpoRR4JCqZVNJOd29K_Yv5JBY1fmiPR4N";"2020-04-13 21:45:16";"2020-04-13 22:00:58";"2020-04-13 22:00:59";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3A1COHJ8NO7YFCHCZTK9QR2UYQY8HY&hitId=3VP28W7DVRWRZSTZNRRKB6R06KXFZV&workerId=A11U9MQRLTBD7S&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36";"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36";"1";"2";"34";"3";"richer";"Texas";"1";"2";"1";"1";"above_100k";"under_15";"2";"2";"2";"";"2";"";"2";"2";"2";"2";"1";"2";"2";"1";"";"2";"1";"";"";"";"";"50_100";"";"";"less_than_50";"";"";"less_than_50";"4";"5";"5";"4";"5";"5";"5";"5";"5";"5";"4";"5";"4";"5";"5";"5";"5";"5";"5";"4";"5";"5";"5";"5";"5";"3";"5";"4";"5";"3";"5";"4";"5";"3";"1";"5";"5";"5";"1";"2";"5";"2";"3";"1";"3";"4";"4";"1";"3";"5";"4";"4";"5";"5";"4";"1";"3";"1";"4";"4";"4";"5";"4";"5";"3";"3";"4";"5";"5";"3";"3";"5";"4";"4";"5";"5";"5";"5";"5";"5";"4";"4";"5";"5";"4";"5";"4";"5";"4";"3";"4";"3";"10";"1";"2";"1";"1";"2";"2";"1";"";"2";"";"";"2";"2";"1";"2";"1";"2";"1";"1";"1";"2";"2";"34";"none"
"qatrlOTiIVoPUFtVpOUi7SW3kmfuVnLMIHkY6xaK6x4wi-ndFqizAM3hTsSs8Zi-";"2020-04-13 21:45:41";"2020-04-13 21:57:36";"2020-04-13 21:57:36";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3T111IHZ5J2BIBEP0Q2H4RZB55DR92&hitId=3VP28W7DVRWRZSTZNRRKB6R06KXFZV&workerId=AOAZMLP27GD81&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36";"1";"2";"39";"2";"poorer";"California";"2";"2";"2";"";"under_15";"under_15";"1";"2";"1";"";"1";"";"2";"2";"2";"2";"2";"2";"1";"2";"";"2";"2";"";"";"";"";"";"";"less_than_50";"";"";"";"";"5";"1";"2";"2";"3";"4";"4";"4";"4";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"2";"2";"3";"4";"1";"1";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"2";"2";"3";"2";"2";"2";"1";"4";"5";"3";"5";"4";"5";"4";"3";"2";"2";"1";"1";"1";"3";"4";"4";"2";"2";"2";"3";"4";"2";"2";"3";"5";"3";"4";"7";"2";"1";"1";"1";"1";"3";"2";"";"2";"";"";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"2";"39";""
"1s19cjkEg4dJIozwXQLxf6oa0t6PiPNclQR46Eu19ZxlDgNThqxBq33L8lcYTEH-";"2020-04-13 21:49:27";"2020-04-13 22:06:48";"2020-04-13 22:06:48";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3VE8AYVF8R9E1GQ643W9N6QHIBL8F0&hitId=3VP28W7DVRWRZSTZNRRKB6R06KXFZV&workerId=A1N5RI2ZNXZLUP&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 6.1; ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.92 Safari/537.36";"Mozilla/5.0 (Windows NT 6.1; ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.92 Safari/537.36";"1";"1";"28";"6";"richer";"California";"1";"1";"1";"1";"15_25k";"50-75k";"1";"2";"1";"";"1";"";"1";"1";"1";"2";"1";"1";"1";"2";"";"2";"1";"50_100";"100_250";"100_250";"";"250_500";"50_100";"50_100";"";"";"";"500_1000";"4";"5";"4";"5";"4";"5";"5";"5";"5";"5";"5";"4";"4";"5";"4";"5";"5";"5";"4";"5";"5";"4";"4";"4";"4";"5";"4";"5";"4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"4";"3";"4";"4";"5";"5";"4";"4";"2";"4";"4";"5";"5";"5";"4";"4";"3";"5";"5";"3";"5";"5";"4";"5";"4";"4";"5";"4";"4";"5";"5";"4";"4";"5";"10";"5";"4";"5";"4";"5";"5";"4";"";"1";"helpness";"5";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"28";"nice and useful"
"kqZPbkZJspZnUP5p_4wrfM_aAfa0MdlcvgsrUMaveY6SHJDZOFGJvZF_SOiF8PvG";"2020-04-13 21:49:38";"2020-04-13 21:55:49";"2020-04-13 21:55:49";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=31UV0MXWNVOFOP9U7DVREJTIWDC5IM&hitId=3VP28W7DVRWRZSTZNRRKB6R06KXFZV&workerId=A1F1BIPJR11LSR&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:75.0) Gecko/20100101 Firefox/75.0";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:75.0) Gecko/20100101 Firefox/75.0";"1";"3";"34";"3";"poorer";"New_York";"1";"2";"2";"";"15_25k";"15_25k";"1";"1";"1";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"5";"4";"5";"5";"4";"4";"4";"2";"4";"2";"2";"1";"2";"2";"4";"5";"3";"3";"3";"2";"3";"3";"4";"4";"3";"3";"2";"2";"3";"3";"3";"3";"3";"2";"8";"1";"1";"2";"1";"1";"1";"1";"";"1";"Daydreaming";"2";"2";"1";"2";"2";"1";"1";"1";"1";"2";"2";"2";"34";""
"jOMUWhtb1L-_nZ_NARVSgHnhYQTuSj6o1pVabPbrwAYjCO1AIzOB7LB2OIULmPrq";"2020-04-13 21:55:37";"2020-04-13 22:00:40";"2020-04-13 22:00:40";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3I7DHKZYGSCVEY7465P6BMGQGLK5FV&hitId=3VP28W7DVRWRZSTZNRRKB6R06KXFZV&workerId=A2P065E9CYMYJL&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"1";"2";"33";"3";"average";"Tennessee";"1";"2";"1";"1";"50-75k";"50-75k";"1";"2";"1";"";"1";"";"2";"2";"2";"1";"1";"2";"1";"2";"";"2";"1";"";"";"";"250_500";"500_1000";"";"less_than_50";"";"";"";"100_250";"5";"1";"3";"2";"3";"4";"4";"4";"4";"1";"1";"3";"2";"4";"1";"1";"2";"1";"2";"2";"1";"3";"5";"4";"4";"2";"1";"2";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"3";"3";"3";"3";"2";"2";"2";"4";"5";"5";"5";"5";"4";"5";"3";"2";"3";"1";"2";"1";"3";"2";"4";"4";"2";"2";"2";"5";"2";"2";"2";"4";"3";"4";"9";"1";"4";"1";"1";"1";"3";"3";"";"2";"";"";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"1";"33";""
"_VA-aLOg3HH0zoRl-TnjRlXq3Zir89gaCk6pTlC_8OAM2upQVg9y1uz1hDCLYqBT";"2020-04-13 22:08:32";"2020-04-13 22:15:38";"";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3TMSXRD2XBCY12SGV7XUCKP9Z84W11&hitId=3VP28W7DVRWRZSTZNRRKB6R06KXFZV&workerId=AKYXQY5IP7S0Z&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"1";"2";"31";"2";"poorer";"Michigan";"2";"2";"1";"1";"25_35k";"under_15";"1";"2";"2";"";"1";"";"2";"2";"2";"2";"1";"2";"2";"2";"";"2";"2";"";"";"";"";"100_250";"";"";"";"";"";"";"5";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"4";"4";"3";"3";"3";"3";"5";"4";"3";"1";"1";"3";"2";"3";"2";"1";"1";"1";"1";"1";"4";"3";"3";"4";"3";"4";"3";"3";"4";"3";"3";"4";"5";"3";"7";"1";"1";"1";"4";"1";"3";"1";"";"2";"";"";"2";"1";"1";"1";"1";"1";"1";"2";"2";"2";"1";"31";""
"yg7aHOxMiJFVBd7resTvkxIDMNhyz0foRJ0GBaCrMZYpR10NbByOD4Ajap3PFNDO";"2020-04-13 22:16:07";"2020-04-13 22:20:40";"2020-04-13 22:20:40";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3DIP6YHAPH4MV2QA9SC35O5H6A68EI&hitId=3VP28W7DVRWRZSTZNRRKB6R06KXFZV&workerId=A3C0NQ2IP5FTZQ&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"1";"2";"32";"4";"rich";"Maryland";"1";"2";"1";"3";"above_100k";"above_100k";"1";"2";"1";"";"1";"";"2";"2";"2";"1";"1";"2";"1";"1";"";"2";"2";"";"";"";"50_100";"100_250";"";"less_than_50";"less_than_50";"";"";"";"5";"5";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"4";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"4";"4";"5";"5";"4";"5";"4";"1";"1";"1";"2";"1";"4";"1";"2";"1";"1";"3";"4";"4";"1";"1";"1";"4";"4";"5";"5";"1";"4";"4";"1";"2";"5";"1";"3";"1";"1";"1";"1";"1";"3";"1";"";"2";"";"";"2";"2";"2";"2";"1";"1";"1";"2";"1";"2";"2";"32";""
"3LkFO4OmLSLqRoobFtLxnH7EW1CUwG3vznZZjYc05GxCn-ERP3n4jw_SV_SDfVR0";"2020-04-13 22:27:53";"2020-04-13 22:33:28";"2020-04-13 22:33:28";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3180JW2OT9OBJ0T0PVGRQK8I9S15JY&hitId=3VP28W7DVRWRZSTZNRRKB6R06KXFZV&workerId=A1E77HZO63E334&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:75.0) Gecko/20100101 Firefox/75.0";"Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:75.0) Gecko/20100101 Firefox/75.0";"1";"2";"26";"4";"average";"Ohio";"1";"2";"2";"";"15_25k";"15_25k";"2";"2";"1";"";"1";"";"2";"2";"2";"2";"1";"2";"2";"2";"";"2";"2";"";"";"";"";"100_250";"";"";"";"";"";"";"5";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"4";"4";"4";"5";"2";"3";"3";"5";"5";"5";"4";"5";"5";"5";"4";"3";"4";"2";"3";"3";"4";"4";"4";"3";"2";"2";"2";"4";"2";"2";"4";"3";"3";"4";"7";"2";"2";"1";"2";"1";"2";"1";"";"2";"";"";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"1";"26";""
"ePuABnfCE8vFIy7uY0qVhlC7QPcKuf8XuTPOXKfJFhMlNBkFpj49z-JRucQrICiV";"2020-04-13 22:37:05";"2020-04-13 22:47:07";"2020-04-13 22:47:07";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=34QN5IT0T43N4CBG1LDOKZ3DC9W08O&hitId=3VP28W7DVRWRZSTZNRRKB6R06KXFZV&workerId=A230VUDYOCRZ4N&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"1";"1";"55";"3";"poorer";"Florida";"2";"2";"2";"";"under_15";"under_15";"2";"2";"1";"";"1";"";"2";"2";"2";"2";"1";"1";"2";"1";"";"2";"2";"";"";"";"";"less_than_50";"less_than_50";"";"less_than_50";"";"";"";"5";"1";"2";"5";"4";"2";"1";"1";"1";"1";"1";"1";"1";"2";"2";"1";"5";"1";"1";"1";"1";"2";"5";"5";"1";"1";"1";"1";"1";"4";"1";"5";"4";"1";"1";"1";"1";"1";"1";"1";"1";"4";"4";"1";"1";"1";"1";"1";"1";"1";"5";"5";"1";"1";"1";"1";"1";"1";"5";"4";"5";"5";"5";"5";"5";"1";"2";"1";"1";"4";"5";"4";"1";"1";"1";"4";"2";"1";"1";"1";"4";"3";"3";"5";"3";"1";"3";"3";"4";"4";"5";"1";"9";"1";"1";"1";"1";"1";"3";"1";"";"2";"";"";"2";"2";"2";"2";"2";"1";"1";"2";"1";"2";"2";"55";""
"c-6KFiYxHkur2u2-P9p_p2-yw_aIsBIpQtKLWXkPDT4sUzgUL-2UuxDhUSXxDsQI";"2020-04-13 22:39:50";"2020-04-13 22:49:43";"2020-04-13 22:49:43";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3VE8AYVF8R9E1GQ643W9N6QHIBR8F6&hitId=3VP28W7DVRWRZSTZNRRKB6R06KXFZV&workerId=A27CEAL8PWSAG5&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"1";"1";"44";"2";"average";"Massachusetts";"2";"2";"1";"1";"under_15";"under_15";"2";"2";"2";"4000_10000";"1";"";"2";"2";"2";"2";"1";"1";"2";"1";"";"2";"2";"";"";"";"";"50_100";"50_100";"";"less_than_50";"";"";"";"5";"1";"2";"2";"4";"4";"4";"4";"4";"1";"1";"1";"1";"4";"2";"1";"1";"2";"1";"1";"4";"2";"1";"2";"2";"1";"1";"1";"1";"1";"1";"4";"4";"4";"4";"4";"4";"1";"1";"1";"1";"4";"4";"3";"1";"1";"1";"2";"2";"2";"4";"3";"3";"1";"1";"1";"1";"1";"5";"5";"4";"4";"4";"5";"4";"3";"4";"3";"3";"2";"5";"2";"4";"3";"2";"3";"3";"3";"3";"3";"4";"3";"3";"3";"2";"3";"3";"3";"3";"4";"4";"3";"10";"2";"1";"1";"1";"1";"1";"2";"";"2";"";"";"2";"1";"1";"2";"1";"1";"1";"2";"2";"2";"2";"44";"Great survey, thank you!"
"tjlKlA90EUFfd-1jd8lOcQ6QqLIX4-ghQF_7slLVIVWsVrCo-xj1KNfFnqouabU9";"2020-04-13 22:53:42";"2020-04-13 22:59:44";"2020-04-13 22:59:44";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3YHH42UU5GRIJJVZVAMSP4PJW9UL0U&hitId=3VP28W7DVRWRZSTZNRRKB6R06KXFZV&workerId=ARI1EMAHUA9PO&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"1";"2";"42";"4";"average";"Pennsylvania";"1";"2";"1";"1";"";"";"1";"2";"1";"";"1";"";"1";"2";"2";"2";"1";"2";"2";"1";"";"2";"2";"50_100";"";"";"";"100_250";"";"";"50_100";"";"";"";"5";"1";"1";"2";"1";"4";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"3";"4";"3";"4";"3";"3";"3";"1";"2";"2";"2";"1";"3";"1";"2";"2";"3";"4";"4";"4";"1";"2";"2";"3";"4";"4";"3";"1";"3";"4";"1";"3";"3";"1";"6";"1";"1";"1";"1";"1";"4";"1";"";"2";"";"";"2";"1";"1";"2";"2";"1";"1";"2";"1";"2";"1";"42";""
"4AOlOPCMMHzunSufkDo3HaDVNicCbvHV_oHZrMo9WOLt9h6nzdk24on8YpdRA_B2";"2020-04-13 22:54:21";"2020-04-13 23:02:02";"2020-04-13 23:02:02";"";"";"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36 OPR/67.0.3575.79";"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36 OPR/67.0.3575.79";"1";"2";"40";"2";"poorest";"Oregon";"4";"2";"2";"";"under_15";"under_15";"1";"2";"1";"";"1";"";"2";"2";"2";"2";"1";"2";"2";"1";"";"2";"2";"";"";"";"";"50_100";"";"";"less_than_50";"";"";"";"5";"1";"2";"1";"3";"3";"2";"2";"1";"1";"1";"1";"1";"2";"4";"1";"1";"1";"1";"1";"2";"4";"1";"1";"3";"2";"1";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"2";"1";"2";"1";"1";"3";"1";"5";"1";"3";"1";"5";"5";"3";"2";"1";"1";"1";"1";"2";"3";"4";"3";"2";"3";"2";"3";"3";"2";"2";"3";"4";"2";"8";"1";"1";"1";"1";"1";"1";"2";"";"2";"";"";"2";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"40";""
"dLufjZRpKV_PbHv3KFrLjd0xVazSuZq0l3nGS8x96MVXWvBkiQTHG_P4fu3tbd-H";"2020-04-13 23:09:32";"2020-04-13 23:17:13";"2020-04-13 23:17:13";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3CP1TO84PYDBD4VSIAAZR3M17HP52L&hitId=3VP28W7DVRWRZSTZNRRKB6R06KXFZV&workerId=A1ROEDVMTO9Y3X&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"1";"1";"50";"2";"average";"Florida";"1";"2";"2";"";"15_25k";"15_25k";"2";"2";"1";"";"1";"";"2";"2";"2";"2";"1";"2";"2";"1";"";"2";"2";"";"";"";"";"50_100";"";"";"less_than_50";"";"";"";"5";"1";"1";"1";"1";"1";"1";"1";"1";"1";"4";"1";"1";"1";"1";"1";"1";"1";"3";"3";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"2";"2";"3";"1";"1";"1";"2";"2";"2";"1";"2";"1";"3";"1";"1";"1";"1";"3";"1";"1";"2";"1";"4";"4";"4";"4";"4";"4";"4";"1";"1";"1";"1";"1";"1";"3";"4";"4";"1";"1";"3";"4";"1";"1";"1";"3";"3";"4";"4";"1";"4";"4";"1";"1";"4";"1";"4";"1";"2";"1";"1";"1";"4";"1";"";"2";"";"";"2";"2";"2";"2";"1";"1";"1";"2";"1";"2";"2";"50";""
"CGaPF5Q1MpgFR9kM6Efb5NWMeqdsktzH6xnxWem6wY_ztDl9-tu2lOJkURD1DkLA";"2020-04-14 22:34:52";"";"";"";"";"Mozilla/5.0 (compatible; Nimbostratus-Bot/v1.3.2; http://cloudsystemnetworks.com)";"Mozilla/5.0 (compatible; Nimbostratus-Bot/v1.3.2; http://cloudsystemnetworks.com)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
